merchant_id,merchant_name,merchant_category,merchant_city,merchant_state,is_international
M95877-314871,Hill and Sons,online_retail,West Jackson,PA,No
M79538-526951,Sullivan-Chavez,grocery,Christineshire,UT,No
M13315-609274,Tyler-Rodriguez,travel,South Deannahaven,OR,No
M60767-927291,Cruz-Shannon, online_retail,Cortezstad,MS,No
M98035-789471,Phillips-Ramsey,healthcare,East Daniel,RI,No
M82443-693010,"Yang, Medina and Jordan",gas ,Port Beckyburgh,NJ,No
M94351-843481,"Perez, Thompson and Thomas",healthcare ,Curtishaven,WI,No
M60203-430626, Diaz-Bryan ,entertainment,Galvantown,VA,No
M97623-202751,"Fowler, Dixon and Hill",online_retail,East Rachel,NM,No
M7417-616160,Cannon-Lawrence,dining,Knightview,GA,No
M96597-524252,Gomez-Harvey,utilities,New Charles,DE,No
M8114-663195,Smith-Mcclain,Gas,Royborough,WY,No
M19218-320133,Pineda-Green,online_retail,Leetown,MS,No
M87062-863695,"Thompson, Green and Leonard",clothing,Parkerview,IL,Yes
M12739-915781, Morales and Sons ,travel,Williamport,WY,No
M27253-982784,"Clark, Chen and Rodriguez",entertainment,North Adamfurt,FL,Yes
M69861-360564,Mcdaniel PLC,healthcare,Martinbury,FM,
M6961-985095, Anderson PLC ,utilities,New Christine,VI,No
M59028-610285,Martin-Klein,gas,Kathleenton,AL,No
M99604-735067,Simpson-Gill,dining,Brownstad,MS,Yes
M89243-638454,Davis Inc,healthcare,East Charles,CA,No
M98809-439304,Jones Group,dining,Markmouth,WA,No
M63396-292268,Lee Inc,online_retail,Gregorybury,IA,No
M46162-549287,Orozco-Cole,utilities,Daniellemouth,WV,No
M21490-262382,Henderson Group,gas,Littleview,VA,Yes
M63689-583577,"Mullen, Mora and Williams",clothing,Travisberg,UT,No
M15152-589392,"Brown, Porter and Mills",travel,North Kathleenshire,VA,Yes
M67968-90193,Garcia Inc,clothing,Danielstad,SD,No
M10392-421445,Ross-Simmons,gas,Melaniefort,NC,No
M41113-647338,Trujillo Inc,travel,Christopherfurt,IN,No
M33714-966485,"Preston, Miller and Jones",utilities,Jamesview,ND,No
M19462-210842,"Tran, Morris and Bradshaw",grocery,New Ryan,ID,No
M39435-178328,Davidson-Peterson,grocery,West Charles,NY,No
M23113-550366, Kramer-Solis ,dining,North Adriana,IN,No
M98521-315444,Garner LLC,entertainment,Port Keith,PA,No
M83414-762197,Beltran Ltd,healthcare ,Rodneystad,IA,No
M9555-254763,Mitchell and Sons,grocery,Robinsonhaven,CO,No
M22662-166990,Russell and Sons,travel,Seanview,FM,No
M63324-710145,Cross Inc,dining,West Robertview,SC,Yes
M93658-590350,"Hill, Harper and Smith",utilities,Lake Thomas,MT,No
M2102-496372,Miller LLC,utilities,East John,NH,No
M16691-807195,"Myers, Savage and Stone",gas,North Ryanfort,ME,No
M50591-822155,Payne-Brown,entertainment,West Barbara,FL,No
M62097-707166,"Wood, Mcintosh and Davis",utilities,Angelahaven,PR,No
M1845-116463,Hicks-Ayers,entertainment,Lake Donald,MT,No
M79693-651064,Bryant Ltd,utilities,Lake Brettborough,ND,No
M75078-715434,Horn-Robinson,online_retail,Austinchester,WA,No
M71670-662207,Wallace PLC,electronics,Anntown,WI,No
M3284-416331,"Turner, Hill and Rodriguez",dining,Bradymouth,VT,No
M27867-901024,"Henson, Banks and Wilson",grocery,East Jennifer,UT,No
M68992-929026,Allen-Johnson,entertainment,Grahamport,PA,No
M2377-375363, Vega-Carpenter ,gas,Jimenezland,PW,No
M73353-96478,"Hester, Hebert and Henderson",clothing,Sheltonshire,LA,No
M32462-743123,Wilson-Wells,electronics,South Kristenview,WI,No 
M42922-411463,"Norman, Stewart and Grant",grocery,New Luis,NY,No
M44840-536884,"Johnson, Harris and Cowan",electronics,Jennifershire,MO,No
M40414-641793,"Jackson, Gibson and Hogan",grocery,East Roberttown,UT,No
M14140-706643,Gardner-Jones,online_retail,Lake Jasonfurt,MP,NO
M31869-524623,"Allen, Gordon and Jones",travel,Ruiztown,IA,No
M27746-550489,"Bean, Ward and Garcia",gas,West Samuelstad,MP,No
M44448-706391,Moreno-Price,healthcare,New Daleview,PR,No
M61479-420227,Dunn-Parker,clothing,Lake Dianaborough,MI,No
M28711-330484,"Knight, Lopez and Mclean",online_retail,Jakeview,MH,No
M22932-605110,Hall PLC,clothing,Alexshire,VI,No
M71342-662030,Duncan Inc,gas,South Christineberg,NJ,No
M13663-360761,"Ferguson, Bowen and Alvarez",gas,East Amanda,NJ,No
M5767-719495,"Myers, Murphy and Stanton",gas,New Michelleburgh,AR,No
M60129-726694,Rogers-Hall,dining,Jamesside,MO,No
M29216-680803,"Mendez, Kidd and Garcia",dining,Robertland,NE,Yes
M14882-221532,"Garcia, Webb and Stout",clothing,Annmouth,AZ,No
M37474-216093,Hunter-Larson,entertainment,Williamsside,NJ,No
M29965-778730, Santiago PLC ,gas,Escobarstad,NH,No
M88018-99174,James LLC,electronics,Edwardsport,MS,No
M49191-16969, Snyder Group ,healthcare,New Allisonside,AL,No
M1779-837361,Barber-Thompson,entertainment,New Ruthchester,KY,No
M344-491641,"Wilson, Murphy and Sanders",CLOTHING,South Dorothystad,TN,No
M384-13684,"Moore, Murray and Chaney",dining,South Markland,NV,Yes
M10418-67754,Johnson Ltd,electronics,West Jason,ND,No
M35944-245904,Smith-Hall,clothing,East Kevintown,DE,No
M76899-98294,Gray PLC, electronics,Tuckerville,DE,No
M33992-159844,Ray PLC,clothing,Steelestad,VA,No
M44620-439423,Davis PLC,dining,South Joshuashire,OH,No
M14495-553216,"Johnston, Kirby and Palmer",entertainment,West Jeffreyhaven,MP,No
M60369-62717,"Campbell, Lane and Gonzalez",grocery,East Kimberly,MD,No
M73206-28157,Davies-Elliott,dining,New Cathy,LA,No
M27763-312678,Green Group,online_retail,South Kathrynview,DC,Yes
M77517-184800,Owen Group, electronics,Lake Cassandra,MT,No
M7777-825933,Stone Inc,UTILITIES,North Veronicabury,MP,No
M12477-109802,Bowers-Davis,electronics,North Ginastad,PW,No
M56527-695151,Hall-Guerra,dining,Bradleyland,VA,No
M80189-406311,"Morse, Glover and Moreno",clothing,Gibsonmouth,FM,NO
M58597-69931,Vang Group,healthcare,North Anthonyland,AS,No
M13539-266487,Roberts LLC,clothing,New Jeffreystad,MN,No
M39174-32360,Miller-Jackson,healthcare,South Gina,SC,No
M39470-709819,"Brewer, Skinner and Hardy",clothing,South Thomasport,PA,No
M39666-470595,Nelson-Ponce,online_retail,Port Samuel,MA,No
M3155-189271,"Hayes, Crosby and Fritz",clothing,Port James,OH,No
M14068-120211,Harper Inc,entertainment,North Melissa,ME,No
M71742-907814,White-Preston,healthcare,Stephanieburgh,CA, No
M3138-824145,"Alexander, Perez and Carroll",online_retail,Sawyermouth,VI,
M30230-670137,"Armstrong, Miller and Taylor",entertainment,Davisside,MI,Yes
M67350-278418,"Hoffman, Jenkins and Johnson",grocery,Zacharyville,MI,No
M40526-551909,"Wells, Moss and Rodriguez",gas,Jenniferview,OR, No
M1456-774195,"Walls, Caldwell and Rose",gas,Lake Kathrynbury,MA,No
M71963-671805, Tate-Huynh ,entertainment,Jeffreyland,NH,No
M65458-184808,Jones-Huang,clothing,East Andrewborough,NE,NO
M65317-259059,"Williams, West and Ruiz",clothing,Justinbury,OR,No
M92157-255987,Vaughan Group,clothing,Mccormickhaven,VT,No 
M7962-958303,"Smith, Baker and Hampton",travel,Josephmouth,MI,NO
M25745-584937,"Hernandez, Ramirez and Norris",gas,Desireeborough,MA,No
M79598-257716,Fuentes-Perez,gas,Lake Martinmouth,FL,Yes
M85323-220600,Perez-Fuentes,travel,Lake Robert,MP, No
M40032-42080,"Tyler, Miller and Michael",travel,Port Matthewstad,OR,No
M22704-60006,"Allen, Brown and George",gas,Paulshire,OR,No
M53498-366519,Maxwell-Martin,gas,Dustinhaven,PR,No
M66858-549184,Wiggins and Sons,healthcare,Whiteheadfort,CT,Yes
M87041-666927,Weaver-Keller,travel,Bowmanchester,CT,No
M80293-526831,"Bell, Stanley and Harper",entertainment,Webbton,CT,No
M5856-516248,Miller PLC,entertainment,Lake Julia,AS,No
M96389-664147,Williams Ltd,online_retail,Timothymouth,PW,No
M71791-190490,Ross-Donovan,dining,New Amyville,MS,No
M84708-797468,"Beasley, Contreras and Werner", entertainment,Mariaborough,RI,No
M82949-149229,Carpenter-Williams,grocery,East Maria,ND,No
M75344-608140,Hawkins-Williams,grocery,Lake Pamelaview,OR,No
M90084-408903,Murray-Craig,travel,New Dennistown,FM,No
M39586-539204,House-Stein,dining,Sheliaview,NE,Yes
M55456-154368,Gilmore-Hall,clothing,Hoffmanport,NH,No
M21544-134065,Smith-Powell,healthcare,Cherryside,ND,Yes
M66574-508283,Martinez and Sons,electronics,Martinezshire,FM,
M9367-808497,Boone-Zamora,gas,Lake Daniel,NM,No
M49890-264965,Leonard and Sons,electronics,Port Justinmouth,MS,No
M67399-690835,Moore-Bonilla,grocery,Port Reginald,ID,No
M58270-771751,Howell and Sons,dining,East Allison,MT,No
M49993-198531,Lara LLC,entertainment,North Melindaberg,PW,No
M80282-597661,Murphy Ltd,gas,Lake Shawn,,No
M26064-565017,"Nelson, Parker and Church",dining,Colemanmouth,VA,No
M78533-868453,Jackson Group,electronics,South Frances,OH,No
M24202-598224,"Mata, Manning and Rhodes",utilities,Rodriguezburgh,SC,No
M12895-443684,Oneal-Morales,gas,Justinton,SC,No
M43233-693893,Montoya PLC,clothing ,Port Pamela,DC,No
M418-862490,Peterson Ltd,online_retail,New Alex,KY,No
M3577-520325,Dixon and Sons, utilities,Graymouth,ME,No
M55714-967091,Golden-Yu,travel,Andersonland,MI,Yes
M54574-407925,Pruitt LLC,dining,Lake Jamesfurt,IA,No
M32115-753208,"Hoffman, Johnston and Moore",online_retail,Lake Courtneybury,MP,No
M46040-818535,"Wilson, Phillips and Marshall",gas,Moorehaven,PA,No
M2052-424058,Harris-Sanchez,grocery,Curtishaven,MT,No
M56073-570544,Cole-Decker,grocery,East Barbara,VA,No
M82566-75407,"Cowan, Wilson and Lopez",utilities,East Misty,KY,No
M51407-374541,"Carter, Wood and Keller",gas,Port Kimberly,SC,No
M58338-913644,"Howard, Turner and Griffin",dining,Darrylmouth,MS,No
M2143-631179,Sanchez-Porter,utilities,Bowmanchester,SD,No
M55752-377316,Martinez-Kennedy,healthcare,Schneiderland,PR,Yes
M94091-639782,Williams Inc,clothing,Curtisland,NM,No
M43356-59280, Ramirez Group ,grocery,East Sandra,MA,No
M26447-282962,Burgess-Bass,gas,New Cristianmouth,ID,No 
M7807-681778,"Mcfarland, Burnett and Wells",entertainment,Johnbury,MN,No
M85993-968229,"Cole, Chen and Cobb",dining,South Alan,MH,No
M19536-442909,Spencer PLC,utilities,Christinefort,DE,No
M47531-477800,"Cummings, Craig and Mendez",electronics,Jenniferstad,AZ,No
M14048-96399,"Keith, Hudson and Lawson",online_retail,Port Elijah,MT,No
M57143-76780,"Moses, Blankenship and Lewis",grocery,Ewingstad,WY,No
M40749-395540,Larsen and Sons,dining,Millerfurt,PR,Yes
M35350-536371,Norris PLC,dining,East Justin,NJ,No
M65014-167209,Wagner-Moore,grocery,Pearsonview,ND,No
M18294-621355,"Butler, Compton and Yang",utilities,Kruegerland,MS,No
M83828-280447,Holt Group,dining,Jasonmouth,NE,No
M76806-114888,Hernandez and Sons,online_retail,Amberfurt,MS,Yes
M9890-125554,"Berg, Alvarado and Smith",electronics,West Julie,CT,No
M82209-991020,"Reynolds, Butler and Mcdaniel",clothing,North Christopher,GU,Yes
M87255-437539,Harper-Kline,online_retail,Port Antonioton,WA,No
M40398-673309,Walls-Hughes,healthcare ,Kimberlychester,NM,No
M33243-833158,Bird-Collins,clothing,East Jonathan,SC,No
M79247-247025,Oconnor-Henderson,online_retail,West Patrickmouth,ME,No
M23828-544628, Woods Inc ,electronics,Sarahtown,WY,No
M75916-398998,Banks PLC,online_retail,Brittanymouth,IL,No
M21670-958399,"King, Richards and Winters",utilities,Bridgesstad,MA,NO
M24055-839544,Dyer LLC,utilities,Ramirezburgh,CO,no
M56528-278218,Morales PLC,travel,Phillipland,WA,No
M90682-164543,Moore Inc,clothing,Patriciamouth,MH,Yes
M82906-152015,"Shepard, Wallace and Murray",ELECTRONICS,Susanville,IN,No
M16109-92115,"Gray, Rivas and Carter",entertainment,Cisnerostown,HI,No
M16146-672655,Olson LLC,grocery,Beckland,OH,No
M26244-917978,"Nelson, White and Smith",online_retail,Davisfort,VT,No
M61495-463447,Mitchell-George,online_retail,Kimberlymouth,NM,No
M25924-939817, Guerra LLC ,travel,Kimberlychester,VA,No
M73868-247674,"Campbell, Warren and Mills",grocery,Davidtown,NV,Yes
M264-567665,"Ramirez, Rogers and Haynes",online_retail,Port Matthewfort,ND,No
M53727-743872,Martinez LLC,entertainment,Lake Johnmouth,WY,No
M42066-304357,"Reyes, Hodges and Best",healthcare,Pierceton,LA,No
M33288-817738,Williams-Davenport, travel,West Teresa,IA,No
M47660-580883,Johnson Ltd,healthcare,Lewishaven,VT,No
M90244-912690,"Davis, Choi and Ramirez",utilities,North Kayla,NE,NO
M49082-402491,Wallace PLC,entertainment,Melissamouth,TN,No
M31655-413778,Little and Sons,travel,New Johnton,,No
M15915-592510,,healthcare ,West Sarahview,LA,No
M25852-175315,Gomez-Simpson,travel,Mooretown,GU,NO
M7869-55601,Jackson-Adams,utilities,New Evelyntown,AK,No
M59059-112774,Brown-Palmer,clothing,New Renee,TX,No
M48364-305777,Soto-Johnson,entertainment,Candiceberg,PR,No
M47517-957031,"Boyer, Scott and Hernandez",online_retail,East Jenniferton,FM,Yes
M93797-564437,Vang Group,clothing,North Melissabury,MD,NO
M30192-667165,"Johnson, Reed and Warner",dining,West Brianville,MN,No
M88418-799067,Murray-Kidd,utilities,Lake Lisafurt,MA,No
M20713-387714,"Munoz, Mcbride and Wise",gas,Dianetown,OK,No
M56143-29684,Randall-Adams,grocery,North Ginastad,LA,No
M27193-415706,"Johnson, King and Adams",electronics,Lindaborough,NC,Yes
M3457-907731, Hall Group ,electronics,Welchchester,VA,NO
M47968-684621,"Fritz, Hines and Kelley",utilities,Elizabethfurt,IA,No
M38859-189739,"Best, Flores and Herrera",dining,Orrland,AR,No
M1083-687959,"Goodwin, Lopez and Frazier",travel,East Jennifer,AR,No
M85198-951639,Neal and Sons,electronics,Fischerbury,CO,No
M6195-779581,"Jones, Walker and Wolf",clothing,Port Ronaldland,IA, No
M55186-879255,Jones Group,dining,Michaelfurt,IA,Yes
M53971-247902,Henry and Sons,entertainment,North Leahberg,MA,No 
M8943-905247,Norman-Escobar,dining,West Candicestad,MS,Yes
M59760-860386,Evans-Moore,travel,South Shannon,MI,No
M59948-954245,Brown-Norton,electronics,Rebekahbury,WY,No
M63728-238736,Preston LLC,grocery,West Edward,MO,Yes
M65219-179115,"Hampton, Powers and Ortiz",utilities,Lake Danielchester,CT,No
M85978-188803,Williams-Carrillo,healthcare,Jamieberg,WI,No
M89428-44903,Riley and Sons, utilities,Rivasview,WI,No
M98852-145191," Brooks, Boyer and Garner ",clothing,Horneburgh,IA,No
M15554-234182,Estrada-Russell,healthcare,South Alison,AS,No
M61208-860978,Hicks-Richards,clothing,West Christinashire,NY,No
M80076-459404,Holmes-Williams,healthcare ,West Kimberlyberg,FL,No
M75351-114927,Lee and Sons,electronics,South Margaret,DE,No
M84207-176412,Daniels-Sanders,clothing,Hawkinston,PW,No
M46614-12967,Bradshaw and Sons,gas,Port David,WV,No
M34240-773930,Shaw Ltd,online_retail,Marissamouth,ND,No
M41495-575229,Bates and Sons,dining,Alvarezhaven,TN,No
M36311-879772, Castillo PLC ,entertainment,East Patricia,WY,Yes
M35390-544962,Moreno-Castillo,entertainment,South Brianberg,NC,No
M44839-847032,Diaz-Garner,Dining,Port Christopherhaven,MP,No
M26323-675223,Fowler-Harrison,travel,Michaelbury,AR,No
M48252-766151,Watkins Ltd,travel,North Rebeccaton,MO,
M77404-340696, Taylor-Green ,clothing,North Angela,OH,No
M26855-927766,"Rivera, Thomas and Davis",electronics,Christianstad,NJ,No
M77186-960953,Baker-Evans,dining,Shelbyshire,NH,No
M81987-752991,White Group,grocery,Vazqueztown,SC,Yes
M47391-130246,Underwood-Goodman,utilities,Youngfurt,TN,NO
M71500-670722,Noble-Jones,dining,Danielview,VI,No
M66177-846921,Malone-Jarvis,travel,East Erinberg,LA,No
M7330-844726,Casey PLC,healthcare,Taylorberg,AL,No
M488-963682,Kennedy Ltd,gas,Port William,AS,No
M84076-96115,"Warren, Newman and Miller",entertainment,Kathymouth,WI,No
M53399-274114,Jones-Johns,dining,Lake James,CO,No
M85362-55509,Smith Inc,travel,Larsonburgh,AS,No
M24337-930003,Bennett-Johnson,online_retail,Matthewhaven,MS,No
M66781-876737,"Johnson, Bryant and Jimenez",online_retail,Millerberg,NE,Yes
M90995-957669,Vargas LLC,travel,Port Eric,FL,No
M95850-534758,Sutton-Lang,dining,New Cliffordtown,OH,No
M86508-331288,"Henry, Frank and Clark",entertainment,Christineland,SD,No
M14396-851893,"Lane, Barnes and Fisher",entertainment,Petersonland,SC,No
M10754-146089,"Doyle, Duncan and Wilson",online_retail,Johnsontown,MT,No
M89912-338141,"Myers, Mills and Rodriguez",electronics,East Tarahaven,PW,Yes
M51159-431150,"Lopez, Collins and Washington",clothing,New Crystalton,MI,No
M68740-431846,Jones-Thompson,electronics,Simonland,KS,No
M81309-969219,Taylor-Williams,travel,Christopherton,AR,No
M84955-31849,Oneill-Dominguez,entertainment,Reynoldsbury,WY,No
M3887-50834,Wilson-Robinson,ONLINE_RETAIL,Grahamview,VI,Yes
M22324-744141,"Bryan, Ward and Zuniga",gas,Lake Mercedes,MA,No
M27291-848355,Jackson Ltd,Travel,New Mike,DC,NO
M22044-737655,"West, Weber and Hoover",online_retail,Stephenstown,NJ,No
M16041-922444,"Wright, Randolph and Davis",travel,Trujillobury,MN,No
M66304-150566,"Payne, Jones and Sanders", entertainment,South Devinside,NE,No
M76290-591391,Cannon-Cole,healthcare,New Christopherton,FL,No
M60106-494479,"Jackson, Garcia and Ramsey",online_retail,East Elizabeth,SD,Yes
M19365-557587,Casey PLC,clothing,Port Joshuabury,TN,Yes
M59997-723224,Stone Inc,entertainment,Karenchester,KS,No
M60420-145776,"Mendoza, Lee and Ferguson",Grocery,Lake Jessica,CO,No
M67881-554840,Gonzales-Walker, healthcare,South Amyburgh,AR,No
M59730-971789,"Howe, Williams and Cantrell",online_retail,Christinamouth,OR,No
M66809-450463,Mcguire Inc,electronics,,VT,No
M63920-16913,"Wallace, Stevens and Martin",dining,Faithstad,AS,No
M96763-256378,Williams Group,online_retail,West Cathy,HI,No
M49570-275307,"Turner, Jones and Henderson",clothing,North Lee,WV,No
M53002-874457,Bradley Ltd,clothing,Madisonfort,MD,No
M33077-947796,Adkins Group,grocery,Port Reginald,MN,No
M47739-834633,,utilities,North Robert,KY,No
M77868-848017,Johnson-Young,clothing,Cortezstad,UT,Yes
M98101-927627,Martinez-Martin,travel,Port Erica,DC,no
M57378-597583,Perez-Harvey,utilities,Morrismouth,MS,No
M58420-459984,Banks Inc,electronics ,Laraview,PR,No
M13093-561084,"Smith, Jensen and Russo",healthcare,Randallmouth,KS,Yes
M89101-637937,Perez Inc,online_retail,Katiemouth,AL,No
M21208-908226,"Lewis, Lowe and Matthews",gas,Bartonberg,DE,No
M67189-503332,Christensen and Sons,healthcare,Johnfort,MD,No
M78670-451677,Butler-Davis,entertainment,Fischermouth,GA,Yes
M52415-438356,Mcbride LLC,healthcare,North Jay,VT,No
M38854-972226,Abbott and Sons,clothing,Port Katherine,VT,No
M99736-705007,"Dougherty, Ramos and Ramirez",utilities,Serranofurt,KS,Yes
M10134-846753,Dalton LLC,gas,Kristinfort,IA,No
M95513-592855,"Hudson, Molina and Roberts",dining,Webbshire,PA,No
M48569-344428,"Newman, Herring and Simmons",clothing,Jonesland,IL,No
M9427-239498,Washington Ltd,travel,Beckland,AS,No
M90129-617302,"Wolf, Graham and King",online_retail,New Jacquelinefort,NJ,No
M67151-530722,Silva-Cook,online_retail,Castilloview,ID,Yes
M33245-27763,"Young, Morris and Coleman",online_retail,Port Robertberg,AL,NO
M36933-188238,Avila Ltd,entertainment,Fitzpatricktown,HI,Yes
M77703-259883,Hoover PLC,electronics,Robinchester,WI,NO
M13960-830778,Cisneros-Vasquez,online_retail,Katrinachester,VI,No
M16911-612721,"Pearson, Edwards and Green",entertainment,South Kristin,WA,No
M77352-144030,Murphy Ltd,electronics,Terryshire,UT,No
M27050-16646,"Moreno, Thomas and Rivera",grocery,Marybury,DC,No
M11004-601881,Gordon Group,entertainment,North Michael,PR,
M62879-503349,"Roberts, Lawson and Lee",dining,Port Josephberg,WA,No
M39592-508065,"Guzman, Baker and Douglas",electronics,Phillipland,IA,No
M48621-748796,Hudson-Lawson,entertainment,Cantrellberg,IL,No
M78509-748392,Roman and Sons,healthcare,Robertmouth,IL,Yes
M69153-459038,Thomas-Harris,electronics,North Michelle,VI,No
M69462-16475,"Jones, Novak and Smith",grocery,West Robertview,WA,No
M60666-407128,Stephens Inc,grocery,West Jason,NE, No
M29748-964606,Mills-Smith,entertainment,Ericborough,CT,No 
M95010-870891,Harris-Valdez,dining,Port Jennifershire,TX,No
M38035-211406,"Delacruz, Diaz and Franco",online_retail,Bakershire,MP,No
M87901-940396,Wilson and Sons,clothing,Davenportmouth,NM,No
M85487-592602,Lee PLC,online_retail,Taylorside,WV,No
M33248-527293, Scott Ltd ,utilities,Webbton,ME,No
M61762-84876,"Duncan, Brown and Martinez",gas,Jameston,VT,No
M15636-907716,Alvarez-Hensley,electronics,Port Kimberly,NY,No
M64451-994377,Reeves-Mills,online_retail,Leslieland,OK,No
M80557-489949,Weeks Inc,healthcare,Wilsonburgh,UT,Yes
M63899-786230,Tucker PLC,entertainment,,DE,No
M94505-921264,Duncan-Welch,clothing,West Desiree,IA,No
M34678-719849,"Hicks, Green and Newman",gas,North Sophia,SC,Yes
M67111-659874,"Johnson, Jacobson and Chavez",clothing,Jeremiahland,RI,No
M97334-566224," Barajas, Thomas and Dennis ",travel,Doyletown,SD,No
M56415-656502,"Wolfe, Smith and Johnson",healthcare,Jessicaside,IA,no
M22651-217863,"Fuller, Lester and Greene",entertainment,Jennaview,TN,Yes
M25471-617530,"Rubio, Camacho and Carter",online_retail,Josephburgh,AK,No
M24121-74455,Chavez Ltd,clothing,North Melinda,AS,No
M84083-591788,Garcia Ltd, dining,Franklinview,UT,No
M31383-778059,Johnson LLC,gas,Matthewhaven,OR,Yes
M46960-507488,"Hoffman, Mann and Moore",healthcare,Sandraland,NV,No
M91519-73632,Watkins LLC,utilities,Lake Scott,NM,No
M13004-385139,Woods-Ramirez,dining,Salasland,KS,No
M89044-265291,"Lowery, Cruz and Davis",electronics,Port Johnstad,NC,No
M95259-395873,Hunter-Clark,healthcare,North Jeanettechester,GU,No
M88392-884595,Hogan and Sons,electronics,North Lisatown,CT,No
M68593-577305,"Schultz, Landry and Jackson",utilities,Johnland,MI,No
M56972-236760,"Robinson, Williams and Rivera",grocery,Littleton,MI,No
M77215-557856,"Nelson, Mays and Washington",online_retail,East Gregory,AS,no
M68186-460118,"Turner, Jones and Henderson",entertainment,North Charlesbury,TX,No
M95160-268892,Davis-Dominguez,utilities,Fischermouth,NE,No
M74328-100341,"Jackson, Moore and Wilcox",travel,Danielbury,NE,No
M40374-675785,Hale-Davis,travel,Amyland,KS,No
M19961-139888,Richardson Inc,online_retail,Edwardsburgh,PR,No
M6896-432808,Burton-Peterson,dining,New Phillipside,NM,No
M12215-966452,Johns LLC,gas,Ashleyton,DE,Yes
M92836-943224,Martin-Garrison,healthcare,Pagefort,KY,No
M27338-211639,Jones Ltd,entertainment,Waltersview,AL,No
M33974-698109,"Jones, Hickman and Zhang",utilities,Jamesport,PR,No
M46353-764084,Tucker Group,gas,East Anthony,FL,No
M37498-97587,Palmer-Daniel,clothing,Salasmouth,TN,Yes
M49888-557060,Little-Cross,utilities,New Stephaniestad,OH,Yes
M98056-305485,Lopez PLC,dining,New Amyhaven,HI,No
M86414-10163,Espinoza LLC,utilities,South Joshua,OH,No
M80792-90145,"Lynch, Walker and Howard",gas,Lake Michelle,DC,Yes
M46976-527693,Davis-Jordan,gas,Port Daniel,IA,No
M55471-259982,"Olson, Camacho and Morris",online_retail,North Leahberg,WI,Yes
M63909-17060,Young-James,UTILITIES,Brooksbury,PR,No
M77569-751602,"Hogan, Herrera and Fox",entertainment,Danielton,DE,No
M7804-638001,Taylor-Hammond,gas ,Whiteborough,KS,No
M95183-711094,Joyce PLC,entertainment,West Carolyntown,DE,No
M5623-364779,"Higgins, Wood and Bell",utilities,Annaborough,AS,No
M13880-390838,Nguyen Ltd,clothing,Port Jessicafort,MD,No
M50915-970534,Bartlett and Sons, entertainment,Jesseton,VI,No
M5835-619086,"Bennett, Flynn and Mcconnell",online_retail,South Stephanie,MO,No
M65585-596357,Schneider-Stewart,healthcare,Hubbardland,KY,No
M25452-342446,"Bartlett, Roberts and Anderson",dining,New Jaclynfort,MN,No
M5069-733272,Dorsey-Oneal,clothing,West Emily,AL,No
M8794-466731,"Henderson, Walter and Montgomery",entertainment,West Rachel,VT,No
M17039-633811,Sullivan-Frazier,gas,South Sherry,WI,No
M28686-170320,Ho-Thompson,electronics,New Kirstenchester,MI,No
M77454-262665,Payne and Sons,travel,Amberview,WI,Yes
M71388-398529,Stuart-Wilson,clothing,Crosbyberg,AZ,No
M59179-450579,Scott and Sons,entertainment,West Joshua,NE,No
M40533-788693,Farley-Harris,utilities,Deborahmouth,SD,No
M15466-738443,"Jacobson, Pena and Rojas",healthcare,,HI,No
M29486-321370, Conrad Ltd ,electronics,Kingland,PW,No
M62745-215908, Ray LLC ,online_retail,Harmonberg,AZ,No
M43659-209557,Crawford Group,electronics,Christinebury,FM,No
M29575-36469,Daniels-Santos,travel,South John,AS,No
M82057-605409,Smith Inc,dining ,Port Sarahbury,GA,No
M16971-813762,"Ortega, Brewer and Vargas",travel,Whitestad,MI,No
M17524-860196,Bell-Ward,dining,Evanshaven,AZ,Yes
M88719-977061,Silva Group,travel,New Maria,NJ,No
M31686-863523,Nunez Inc,online_retail,North Devin,OK,No
M9774-938720,White-Hobbs,grocery,Melissaport,AL,No
M60363-821978,Jones-Hammond,electronics,Lake Pamelaview,CO,No
M68703-181078,Matthews-Smith,utilities,Daltonton,GA,NO
M13709-246086,Esparza Ltd,healthcare,Bryantown,VI,No
M57116-556134,Combs-Barnes,electronics,Medinamouth,WV,No
M52051-19031,Brown-Craig,grocery,Kinghaven,AR,No
M19247-567140,Alvarez Inc,utilities,East Jacobland,NY,No
M82895-456016,Chambers-Potter,utilities,South Derek,SD, No
M6294-603870,Moore-Velazquez,electronics,Port Mason,SC,No
M54919-421241,"Pope, Rodriguez and Moore",clothing ,New Jessicahaven,KY,Yes
M53711-372153,Adams LLC,clothing,East Jenniferport,AR,No
M29767-397700,"Sanders, Anderson and Thomas",clothing ,Ronaldport,WA,No
M31711-257427,Brown-Guerra,electronics,South Amanda,NJ,Yes
M53873-218649,"Gallegos, Gates and Harrison",electronics,Rosalesport,MN,No
M90881-386741,"Duncan, Davidson and Mata",grocery,South Victoriaborough,IL,No
M87856-934818,"Harris, Fields and Rowe",entertainment,Markhaven,WA, No
M36667-113103,Martin and Sons,entertainment,Kevinberg,MT,No
M50345-529201,Holmes-Chase,online_retail,Richardbury,NC,No
M79370-317749,Burton-Green,gas,Sloanfurt,AR,Yes
M84264-150314,Shaffer-Ellis,healthcare,Johnville,PW,No
M85901-60237,Moore-Stewart,dining,Burgesshaven,AS,No
M86760-916331,"Fields, Pacheco and Mendez",travel,Myerstown,MT,No
